InvoiceNo,Description,Quantity
102504,Bread,2
102504,Tomato,1
102505,Chocolate,2
102505,Soap,3
102505,Potato,2
102505,Conditioner,1
102505,Wheat Flour,2
102506,Detergent,3
102506,Bread,3
102506,Tomato,3
102507,Chicken,1
102507,Dishwashing Liquid,3
102507,Soap,3
102507,Potato,3
102507,Yogurt,2
102508,Banana,3
102508,Chocolate,3
102508,Fruit Juice,1
102508,Tea,3
102508,Grapes,3
102508,Toothbrush,2
102509,Banana,1
102509,Dishwashing Liquid,2
102509,Jam,2
102509,Onion,2
102509,Salt,3
102509,Butter,3
102510,Apple,2
102510,Banana,3
102510,Chocolate,2
102510,Grapes,3
102511,Milk,2
102511,Banana,3
102511,Cheese,1
102511,Dishwashing Liquid,2
102511,Shampoo,1
102511,Soft Drink,2
102511,Conditioner,1
102512,Potato,3
102512,Spices,1
102512,Coffee,1
102513,Spices,3
102513,Coffee,1
102513,Apple,3
102513,Orange,2
102513,Sugar,3
102514,Spices,1
102514,Onion,2
102514,Apple,2
102514,Tomato,3
102514,Toothbrush,3
102514,Sugar,3
102515,Chocolate,1
102515,Shampoo,1
102515,Potato,3
102515,Jam,2
102515,Conditioner,2
102515,Toothbrush,2
102516,Chicken,3
102516,Tissue Paper,2
102516,Detergent,2
102516,Shampoo,1
102516,Conditioner,1
102517,Coffee,1
102517,Toothbrush,1
102517,Wheat Flour,3
102517,Toothpaste,3
102518,Milk,3
102518,Tea,2
102518,Rice,3
102518,Bread,3
102518,Salt,2
102518,Grapes,3
102519,Popcorn,3
102519,Coffee,3
102519,Jam,1
102519,Onion,2
102519,Tomato,2
102520,Potato,3
102520,Coffee,2
102520,Rice,1
102520,Bread,1
102521,Butter,2
102521,Yogurt,3
102521,Bread,1
102521,Fruit Juice,2
102522,Banana,3
102522,Chicken,2
102522,Spices,2
102522,Butter,3
102522,Toothbrush,1
102523,Spices,3
102523,Salt,3
102523,Rice,3
102523,Tissue Paper,2
102524,Shampoo,2
102524,Salt,3
102524,Popcorn,2
102524,Chips,3
102525,Shampoo,2
102525,Toothbrush,1
102525,Toothpaste,1
102526,Cookies,3
102526,Chocolate,1
102526,Tea,1
102526,Eggs,2
102526,Toothbrush,1
102527,Cookies,2
102527,Cheese,3
102527,Fruit Juice,3
102527,Rice,3
102527,Spices,2
102527,Grapes,2
102528,Milk,3
102528,Cookies,2
102528,Cheese,2
102528,Toothpaste,3
102528,Chips,1
102528,Yogurt,2
102529,Butter,3
102529,Bread,2
102529,Biscuits,3
102529,Wheat Flour,2
102530,Fruit Juice,1
102530,Toothpaste,3
102530,Tea,1
102530,Yogurt,1
102530,Cooking Oil,1
102531,Eggs,3
102531,Yogurt,2
102531,Fruit Juice,3
102532,Rice,3
102532,Salt,3
102532,Fish,2
102532,Soft Drink,2
102532,Toothbrush,2
102533,Cookies,1
102533,Jam,3
102533,Chocolate,1
102533,Orange,3
102534,Salt,3
102534,Tomato,1
102534,Chocolate,3
102534,Toothbrush,2
102535,Chocolate,3
102535,Soft Drink,3
102535,Toothbrush,1
102536,Salt,3
102536,Cooking Oil,2
102536,Grapes,2
102537,Carrot,2
102537,Eggs,3
102537,Bread,3
102537,Sugar,1
102538,Chips,1
102538,Cheese,1
102538,Soft Drink,2
102539,Milk,3
102539,Chocolate,3
102539,Fruit Juice,1
102539,Soap,2
102539,Orange,3
102540,Shampoo,3
102540,Carrot,3
102540,Popcorn,2
102540,Soap,1
102541,Shampoo,1
102541,Yogurt,2
102541,Wheat Flour,1
102541,Soap,1
102542,Cheese,3
102542,Toothpaste,2
102542,Rice,3
102542,Grapes,1
102542,Orange,1
102543,Cookies,2
102543,Fruit Juice,1
102543,Apple,3
102543,Cooking Oil,3
102543,Grapes,1
102543,Tomato,2
102544,Cookies,2
102544,Milk,1
102544,Bread,2
102544,Shampoo,3
102544,Apple,1
102544,Butter,3
102545,Chicken,1
102545,Dishwashing Liquid,2
102545,Spices,3
102545,Potato,1
102545,Yogurt,3
102545,Cooking Oil,2
102546,Popcorn,1
102546,Rice,2
102546,Spices,1
102546,Yogurt,1
102546,Biscuits,1
102546,Sugar,1
102546,Tomato,2
102547,Potato,1
102547,Conditioner,3
102547,Bread,1
102547,Dishwashing Liquid,1
102548,Cookies,2
102548,Eggs,2
102548,Potato,2
102548,Fish,1
102548,Grapes,2
102549,Apple,3
102549,Eggs,3
102549,Dishwashing Liquid,2
102549,Grapes,1
102550,Jam,1
102550,Cheese,3
102550,Bread,1
102551,Tissue Paper,1
102551,Soap,2
102551,Potato,3
102551,Chips,2
102551,Soft Drink,1
102552,Bread,3
102552,Shampoo,2
102552,Salt,1
102552,Butter,1
102552,Wheat Flour,2
102553,Carrot,3
102553,Toothbrush,3
102553,Rice,3
102553,Tomato,3
102554,Carrot,3
102554,Jam,2
102554,Apple,2
102554,Popcorn,2
102555,Spices,2
102555,Milk,2
102555,Banana,3
102555,Cooking Oil,3
102556,Spices,3
102556,Cookies,2
102556,Tissue Paper,1
102557,Cookies,2
102557,Apple,2
102557,Salt,2
102557,Butter,1
102557,Wheat Flour,1
102558,Banana,3
102558,Chocolate,1
102558,Salt,2
102558,Grapes,2
102558,Butter,1
102559,Cheese,2
102559,Chicken,1
102559,Fruit Juice,1
102559,Potato,1
102559,Grapes,1
102559,Tomato,2
102560,Dishwashing Liquid,1
102560,Rice,3
102560,Onion,3
102560,Salt,2
102560,Orange,1
102560,Tomato,1
102561,Carrot,3
102561,Dishwashing Liquid,1
102561,Bread,3
102561,Orange,3
102561,Tomato,2
102562,Carrot,2
102562,Onion,2
102562,Wheat Flour,3
102563,Chicken,1
102563,Wheat Flour,3
102563,Tissue Paper,1
102564,Chocolate,3
102564,Soap,2
102564,Potato,1
102564,Salt,2
102564,Fish,1
102564,Butter,2
102564,Wheat Flour,2
102565,Eggs,2
102565,Salt,1
102565,Tissue Paper,2
102566,Milk,1
102566,Fruit Juice,1
102566,Coffee,1
102566,Butter,1
102566,Biscuits,3
102566,Toothbrush,1
102566,Sugar,1
102567,Cookies,3
102567,Banana,1
102567,Dishwashing Liquid,3
102567,Bread,1
102567,Fish,2
102567,Soft Drink,3
102568,Onion,3
102568,Jam,2
102568,Sugar,1
102568,Toothbrush,1
102568,Tomato,3
102569,Cheese,2
102569,Soap,2
102569,Tomato,2
102570,Tea,3
102570,Tomato,3
102570,Toothbrush,3
102570,Toothpaste,1
102571,Apple,2
102571,Banana,1
102571,Grapes,2
102571,Toothpaste,2
102572,Detergent,3
102572,Bread,1
102572,Rice,1
102572,Potato,1
102572,Salt,3
102572,Grapes,3
102573,Butter,3
102573,Coffee,3
102573,Yogurt,2
102573,Sugar,3
102574,Fruit Juice,3
102574,Toothpaste,1
102574,Rice,2
102574,Soap,1
102574,Shampoo,2
102574,Sugar,3
102575,Dishwashing Liquid,1
102575,Potato,2
102575,Coffee,1
102575,Grapes,1
102575,Biscuits,1
102576,Biscuits,2
102576,Milk,1
102576,Detergent,3
102577,Butter,1
102577,Eggs,1
102577,Grapes,3
102577,Toothpaste,1
102578,Milk,2
102578,Banana,2
102578,Cheese,3
102578,Bread,2
102579,Spices,2
102579,Yogurt,2
102579,Fish,2
102580,Jam,2
102580,Bread,1
102580,Sugar,2
102581,Apple,1
102581,Dishwashing Liquid,3
102581,Fruit Juice,2
102582,Chips,3
102582,Cheese,2
102582,Orange,3
102582,Toothbrush,2
102583,Milk,2
102583,Cheese,2
102583,Detergent,2
102583,Rice,3
102583,Soft Drink,1
102584,Cookies,1
102584,Tea,2
102584,Rice,1
102584,Spices,3
102584,Yogurt,1
102584,Conditioner,3
102584,Toothbrush,2
102585,Shampoo,3
102585,Conditioner,1
102585,Sugar,2
102586,Fruit Juice,1
102586,Onion,1
102586,Coffee,3
102586,Yogurt,1
102586,Soft Drink,3
102587,Banana,3
102587,Tissue Paper,1
102587,Salt,2
102587,Chips,3
102587,Conditioner,3
102588,Chicken,2
102588,Potato,3
102588,Coffee,1
102588,Salt,1
102588,Cooking Oil,2
102589,Popcorn,2
102589,Detergent,1
102589,Coffee,2
102589,Grapes,3
102589,Biscuits,1
102589,Wheat Flour,3
102589,Tomato,3
102590,Popcorn,3
102590,Dishwashing Liquid,2
102590,Salt,3
102590,Yogurt,2
102590,Grapes,2
102591,Carrot,2
102591,Fruit Juice,1
102591,Toothpaste,2
102591,Fish,2
102591,Grapes,3
102591,Tomato,2
102592,Butter,2
102592,Cookies,3
102592,Cheese,3
102592,Fish,1
102593,Cheese,3
102593,Bread,1
102593,Orange,2
102593,Tissue Paper,3
102594,Onion,2
102594,Cookies,2
102594,Orange,3
102594,Wheat Flour,3
102595,Potato,2
102595,Butter,3
102595,Chicken,1
102595,Sugar,1
102596,Spices,3
102596,Cooking Oil,2
102596,Cheese,1
102596,Chicken,2
102597,Popcorn,2
102597,Rice,2
102597,Coffee,2
102597,Yogurt,3
102597,Biscuits,1
102598,Milk,2
102598,Cookies,3
102598,Cheese,3
102598,Bread,3
102598,Butter,2
102599,Popcorn,1
102599,Dishwashing Liquid,2
102599,Fruit Juice,1
102599,Soap,3
102599,Jam,1
102599,Salt,1
102599,Wheat Flour,1
102600,Jam,1
102600,Popcorn,3
102600,Cooking Oil,1
102600,Grapes,1
102601,Cheese,3
102601,Chicken,2
102601,Spices,2
102601,Cooking Oil,1
102601,Grapes,2
102601,Wheat Flour,3
102602,Cheese,3
102602,Orange,1
102602,Shampoo,1
102602,Jam,2
102602,Apple,3
102602,Conditioner,2
102603,Spices,3
102603,Cooking Oil,2
102603,Chicken,2
102604,Potato,3
102604,Grapes,3
102604,Fish,2
102604,Dishwashing Liquid,3
102605,Butter,3
102605,Onion,2
102605,Bread,3
102605,Tissue Paper,3
102606,Spices,1
102606,Cookies,1
102606,Popcorn,2
102606,Tea,1
102607,Banana,1
102607,Popcorn,1
102607,Chocolate,2
102608,Biscuits,3
102608,Orange,3
102608,Apple,3
102608,Grapes,2
102609,Fruit Juice,1
102609,Chips,1
102609,Soft Drink,2
102610,Butter,2
102610,Yogurt,1
102610,Cheese,1
102610,Popcorn,2
102611,Banana,1
102611,Cheese,1
102611,Eggs,3
102611,Onion,3
102611,Toothbrush,3
102612,Yogurt,3
102612,Rice,3
102612,Grapes,1
102613,Potato,2
102613,Jam,3
102613,Eggs,1
102613,Conditioner,3
102614,Cookies,3
102614,Eggs,3
102614,Apple,2
102614,Onion,1
102614,Grapes,2
102615,Shampoo,1
102615,Onion,3
102615,Cooking Oil,3
102615,Coffee,3
102616,Coffee,1
102616,Bread,3
102616,Wheat Flour,3
102616,Sugar,3
102617,Potato,2
102617,Jam,2
102617,Milk,1
102617,Cooking Oil,2
102618,Carrot,2
102618,Detergent,2
102618,Jam,1
102618,Onion,2
102618,Soft Drink,1
102618,Butter,3
102618,Wheat Flour,1
102619,Cooking Oil,1
102619,Conditioner,1
102619,Tissue Paper,1
102620,Chocolate,1
102620,Chicken,2
102620,Tea,2
102620,Orange,3
102620,Soft Drink,1
102620,Conditioner,2
102621,Popcorn,3
102621,Toothpaste,3
102621,Soap,2
102621,Onion,2
102621,Wheat Flour,3
102621,Toothbrush,1
102622,Fruit Juice,2
102622,Tissue Paper,1
102622,Detergent,3
102622,Onion,1
102622,Butter,1
102622,Tomato,2
102623,Shampoo,3
102623,Milk,3
102623,Detergent,2
102623,Soft Drink,2
102624,Chocolate,3
102624,Toothpaste,3
102624,Bread,3
102624,Chips,1
102624,Soft Drink,3
102624,Wheat Flour,1
102625,Cheese,1
102625,Chicken,3
102625,Dishwashing Liquid,2
102625,Tissue Paper,2
102625,Toothpaste,2
102626,Spices,2
102626,Cooking Oil,2
102626,Chicken,2
102627,Carrot,3
102627,Banana,2
102627,Potato,2
102627,Apple,1
102627,Conditioner,1
102627,Wheat Flour,2
102628,Chicken,2
102628,Rice,1
102628,Onion,1
102628,Cooking Oil,3
102628,Grapes,1
102629,Butter,2
102629,Salt,3
102629,Bread,2
102629,Tissue Paper,2
102630,Popcorn,3
102630,Soap,1
102630,Tomato,1
102631,Carrot,1
102631,Fruit Juice,1
102631,Tea,2
102631,Detergent,3
102631,Soap,1
102631,Soft Drink,1
102631,Orange,2
102632,Cheese,3
102632,Dishwashing Liquid,2
102632,Detergent,2
102632,Jam,3
102632,Butter,2
102632,Orange,1
102633,Chocolate,1
102633,Toothpaste,2
102633,Tea,1
102633,Grapes,3
102633,Toothbrush,1
102634,Cookies,2
102634,Cheese,3
102634,Fruit Juice,3
102634,Eggs,2
102634,Bread,1
102634,Grapes,2
102635,Carrot,3
102635,Banana,3
102635,Dishwashing Liquid,2
102635,Wheat Flour,3
102636,Fruit Juice,2
102636,Chips,1
102636,Chicken,2
102636,Soft Drink,2
102637,Spices,1
102637,Cooking Oil,2
102637,Salt,1
102637,Rice,2
102638,Carrot,3
102638,Spices,2
102638,Tea,3
102638,Potato,3
102639,Milk,1
102639,Fruit Juice,3
102639,Tea,3
102639,Rice,1
102639,Yogurt,1
102639,Butter,1
102640,Banana,3
102640,Tissue Paper,3
102640,Detergent,2
102640,Shampoo,1
102640,Fish,2
102641,Eggs,2
102641,Rice,1
102641,Jam,1
102641,Orange,1
102641,Sugar,1
102642,Banana,2
102642,Apple,1
102642,Chips,2
102642,Yogurt,1
102642,Toothbrush,2
102643,Carrot,2
102643,Cookies,1
102643,Tissue Paper,3
102643,Potato,1
102643,Coffee,3
102643,Soft Drink,3
102643,Butter,2
102644,Butter,3
102644,Milk,3
102644,Cheese,3
102644,Bread,1
102645,Tea,2
102645,Jam,3
102645,Chicken,2
102645,Sugar,2
102646,Yogurt,1
102646,Detergent,2
102646,Chocolate,1
102647,Banana,1
102647,Chips,3
102647,Toothpaste,3
102648,Tea,2
102648,Cookies,3
102648,Eggs,1
102648,Biscuits,2
102649,Milk,2
102649,Banana,2
102649,Tissue Paper,1
102649,Potato,2
102649,Grapes,3
102649,Butter,3
102650,Banana,2
102650,Chocolate,1
102650,Tea,1
102650,Bread,2
102650,Spices,2
102650,Onion,3
102651,Shampoo,1
102651,Spices,1
102651,Banana,2
102651,Soap,2
102652,Apple,3
102652,Banana,1
102652,Fish,1
102652,Salt,3
102653,Tea,1
102653,Biscuits,3
102653,Orange,2
102653,Sugar,2
102654,Cookies,3
102654,Fruit Juice,3
102654,Bread,3
102654,Salt,1
102654,Yogurt,2
102655,Shampoo,1
102655,Popcorn,3
102655,Butter,3
102656,Spices,2
102656,Cooking Oil,1
102656,Salt,2
102656,Rice,1
102657,Carrot,3
102657,Banana,2
102657,Chicken,3
102657,Rice,3
102657,Bread,3
102657,Orange,3
102658,Toothpaste,2
102658,Conditioner,1
102658,Tissue Paper,3
102659,Tea,1
102659,Spices,2
102659,Popcorn,2
102659,Cheese,1
102660,Shampoo,2
102660,Chips,3
102660,Chicken,1
102660,Soap,1
102661,Yogurt,1
102661,Cooking Oil,2
102661,Fruit Juice,3
102662,Butter,2
102662,Jam,2
102662,Bread,3
102662,Orange,2
102663,Cookies,1
102663,Dishwashing Liquid,1
102663,Toothpaste,3
102663,Salt,1
102663,Tomato,2
102663,Wheat Flour,3
102664,Jam,1
102664,Popcorn,2
102664,Bread,3
102665,Carrot,3
102665,Chocolate,2
102665,Tissue Paper,1
102665,Rice,1
102665,Coffee,2
102665,Fish,1
102665,Biscuits,3
102666,Popcorn,1
102666,Toothpaste,2
102666,Detergent,3
102666,Grapes,2
102666,Soft Drink,3
102666,Conditioner,2
102666,Tomato,3
102667,Eggs,2
102667,Banana,3
102667,Chips,2
102668,Cookies,2
102668,Tea,3
102668,Detergent,1
102668,Potato,1
102668,Salt,3
102668,Cooking Oil,1
102669,Carrot,2
102669,Tissue Paper,2
102669,Rice,2
102669,Fish,2
102669,Tomato,2
102670,Chicken,2
102670,Milk,3
102670,Chocolate,3
102671,Cookies,2
102671,Popcorn,3
102671,Tea,3
102671,Shampoo,1
102671,Jam,2
102671,Toothbrush,2
102671,Sugar,1
102672,Cheese,1
102672,Chicken,3
102672,Bread,1
102672,Spices,1
102672,Biscuits,3
102673,Spices,3
102673,Jam,2
102673,Cheese,2
102673,Yogurt,3
102674,Spices,1
102674,Fish,1
102674,Sugar,1
102675,Carrot,3
102675,Detergent,3
102675,Chips,3
102675,Fish,3
102675,Grapes,2
102675,Sugar,2
102676,Cheese,2
102676,Chocolate,3
102676,Popcorn,2
102676,Spices,1
102676,Apple,3
102676,Coffee,1
102676,Wheat Flour,1
102676,Sugar,1
102677,Bread,3
102677,Chocolate,3
102677,Toothbrush,2
102677,Toothpaste,2
102678,Coffee,1
102678,Cookies,1
102678,Milk,2
102678,Sugar,2
102679,Milk,3
102679,Coffee,3
102679,Chips,3
102679,Cooking Oil,1
102679,Sugar,2
102680,Cookies,1
102680,Banana,3
102680,Popcorn,1
102680,Dishwashing Liquid,3
102680,Spices,2
102680,Yogurt,2
102680,Biscuits,1
102681,Chicken,1
102681,Spices,2
102681,Apple,1
102681,Jam,3
102681,Fish,2
102681,Biscuits,2
102682,Banana,1
102682,Apple,1
102682,Cooking Oil,2
102682,Conditioner,1
102682,Toothbrush,1
102683,Butter,2
102683,Apple,3
102683,Chicken,2
102683,Toothpaste,2
102684,Carrot,3
102684,Cheese,2
102684,Fruit Juice,3
102684,Eggs,1
102684,Jam,1
102684,Onion,2
102685,Banana,2
102685,Popcorn,1
102685,Fruit Juice,3
102685,Dishwashing Liquid,2
102685,Soft Drink,2
102686,Butter,3
102686,Jam,1
102686,Bread,1
102686,Grapes,3
102687,Spices,3
102687,Jam,2
102687,Fish,3
102687,Dishwashing Liquid,1
102688,Chicken,3
102688,Jam,1
102688,Salt,1
102688,Yogurt,1
102688,Soft Drink,2
102689,Milk,1
102689,Chocolate,1
102689,Toothpaste,1
102689,Rice,2
102689,Spices,3
102689,Soft Drink,2
102690,Milk,1
102690,Chocolate,3
102690,Fruit Juice,3
102690,Rice,3
102690,Butter,1
102691,Cookies,1
102691,Dishwashing Liquid,1
102691,Detergent,2
102691,Apple,3
102691,Conditioner,3
102692,Salt,3
102692,Toothbrush,2
102692,Fruit Juice,2
102692,Toothpaste,2
102693,Milk,1
102693,Sugar,3
102693,Soft Drink,2
102693,Toothbrush,1
102694,Fruit Juice,3
102694,Detergent,2
102694,Soap,2
102694,Yogurt,1
102694,Fish,1
102694,Cooking Oil,3
102694,Sugar,3
102695,Jam,2
102695,Bread,1
102695,Tomato,1
102696,Sugar,2
102696,Fish,1
102696,Conditioner,1
102696,Toothbrush,3
102697,Milk,1
102697,Cheese,2
102697,Chocolate,1
102697,Sugar,1
102698,Banana,2
102698,Toothpaste,2
102698,Chips,1
102698,Soft Drink,3
102698,Toothbrush,1
102699,Rice,1
102699,Bread,2
102699,Coffee,2
102699,Cooking Oil,3
102699,Soft Drink,2
102700,Milk,2
102700,Popcorn,1
102700,Detergent,1
102700,Potato,2
102700,Grapes,1
102701,Spices,1
102701,Apple,3
102701,Cooking Oil,3
102702,Bread,2
102702,Orange,3
102702,Tomato,3
102703,Milk,1
102703,Fruit Juice,1
102703,Tea,2
102703,Biscuits,1
102703,Sugar,2
102703,Wheat Flour,1
102704,Chips,2
102704,Fish,1
102704,Wheat Flour,3
102705,Detergent,2
102705,Popcorn,3
102705,Fruit Juice,3
102705,Tomato,1
102706,Cheese,2
102706,Rice,3
102706,Spices,3
102706,Onion,1
102706,Salt,3
102706,Grapes,2
102707,Eggs,2
102707,Jam,2
102707,Cooking Oil,3
102707,Butter,3
102707,Conditioner,3
102707,Tomato,3
102708,Banana,1
102708,Tissue Paper,1
102708,Eggs,2
102708,Butter,2
102708,Biscuits,3
102709,Coffee,2
102709,Cooking Oil,1
102709,Conditioner,1
102709,Tissue Paper,3
102710,Cookies,2
102710,Potato,3
102710,Biscuits,2
102710,Orange,3
102710,Tomato,2
102711,Eggs,3
102711,Salt,1
102711,Chicken,2
102712,Cookies,3
102712,Tissue Paper,1
102712,Spices,1
102712,Apple,2
102712,Soft Drink,1
102712,Grapes,3
102713,Spices,1
102713,Dishwashing Liquid,2
102713,Toothpaste,3
102714,Carrot,1
102714,Fruit Juice,3
102714,Toothpaste,1
102714,Coffee,2
102714,Chips,2
102715,Cookies,3
102715,Dishwashing Liquid,2
102715,Tissue Paper,2
102715,Yogurt,2
102715,Cooking Oil,1
102715,Conditioner,3
102716,Milk,2
102716,Chicken,1
102716,Soap,3
102716,Coffee,2
102716,Sugar,3
102717,Chocolate,3
102717,Rice,2
102717,Shampoo,3
102717,Onion,3
102717,Toothbrush,3
102718,Spices,3
102718,Apple,2
102718,Tea,2
102718,Fish,3
102719,Milk,2
102719,Popcorn,2
102719,Dishwashing Liquid,3
102719,Tissue Paper,3
102719,Fish,3
102719,Grapes,2
102720,Coffee,3
102720,Salt,2
102720,Grapes,1
102720,Tissue Paper,2
102721,Cookies,3
102721,Salt,2
102721,Dishwashing Liquid,1
102721,Tomato,3
102722,Banana,3
102722,Cheese,3
102722,Dishwashing Liquid,3
102722,Apple,2
102722,Fish,2
102722,Conditioner,3
102722,Tomato,2
102723,Cookies,2
102723,Detergent,2
102723,Shampoo,3
102723,Salt,2
102723,Wheat Flour,1
102724,Butter,2
102724,Chocolate,3
102724,Grapes,3
102725,Carrot,3
102725,Milk,1
102725,Chocolate,1
102725,Tea,1
102725,Bread,1
102725,Chips,3
102725,Conditioner,3
102726,Popcorn,3
102726,Tissue Paper,2
102726,Conditioner,3
102726,Tomato,1
102726,Orange,3
102726,Wheat Flour,1
102727,Cookies,2
102727,Chips,1
102727,Rice,2
102727,Sugar,3
102728,Cheese,1
102728,Apple,1
102728,Salt,1
102728,Orange,2
102728,Tomato,2
102729,Popcorn,2
102729,Shampoo,2
102729,Onion,3
102729,Fish,2
102729,Butter,1
102729,Conditioner,1
102730,Butter,2
102730,Yogurt,2
102730,Soap,2
102730,Wheat Flour,2
102731,Tea,3
102731,Coffee,3
102731,Dishwashing Liquid,1
102731,Soap,3
102732,Milk,2
102732,Jam,3
102732,Soft Drink,2
102733,Popcorn,2
102733,Tea,2
102733,Bread,2
102733,Sugar,2
102733,Toothbrush,3
102734,Milk,1
102734,Tissue Paper,1
102734,Potato,2
102734,Onion,1
102734,Jam,3
102735,Milk,1
102735,Shampoo,3
102735,Grapes,1
102735,Tomato,2
102735,Toothbrush,2
102736,Chips,1
102736,Cheese,3
102736,Soft Drink,1
102736,Wheat Flour,3
102737,Popcorn,1
102737,Dishwashing Liquid,3
102737,Soft Drink,1
102738,Chicken,2
102738,Dishwashing Liquid,3
102738,Tea,2
102738,Bread,1
102738,Potato,3
102738,Soft Drink,1
102739,Tea,1
102739,Butter,3
102739,Tomato,1
102740,Banana,2
102740,Chicken,1
102740,Fruit Juice,3
102740,Spices,1
102740,Apple,3
102741,Cookies,3
102741,Chicken,2
102741,Chips,3
102741,Yogurt,3
102741,Soft Drink,1
102742,Coffee,2
102742,Milk,1
102742,Sugar,1
102743,Cookies,3
102743,Detergent,2
102743,Spices,1
102743,Butter,2
102743,Soft Drink,1
102743,Biscuits,2
102744,Detergent,3
102744,Shampoo,1
102744,Salt,1
102744,Orange,2
102744,Toothbrush,1
102745,Bread,1
102745,Soft Drink,2
102745,Toothpaste,3
102746,Detergent,3
102746,Orange,2
102746,Jam,2
102746,Conditioner,2
102746,Wheat Flour,1
102747,Cooking Oil,3
102747,Salt,3
102747,Bread,2
102747,Dishwashing Liquid,2
102748,Spices,1
102748,Apple,2
102748,Shampoo,1
102748,Salt,3
102748,Biscuits,3
102748,Toothbrush,3
102749,Banana,3
102749,Cheese,3
102749,Eggs,3
102749,Spices,3
102749,Jam,2
102750,Carrot,1
102750,Cheese,2
102750,Rice,1
102750,Yogurt,1
102750,Grapes,2
102750,Soft Drink,1
102750,Sugar,2
102751,Carrot,1
102751,Fruit Juice,1
102751,Rice,3
102751,Yogurt,3
102751,Butter,2
102751,Conditioner,2
102752,Dishwashing Liquid,1
102752,Toothpaste,1
102752,Spices,2
102752,Yogurt,1
102752,Grapes,3
102753,Potato,1
102753,Banana,3
102753,Rice,3
102754,Eggs,3
102754,Detergent,1
102754,Bread,2
102754,Apple,1
102754,Salt,3
102755,Tea,2
102755,Fruit Juice,2
102755,Rice,3
102755,Conditioner,1
102756,Carrot,3
102756,Cookies,1
102756,Cheese,3
102756,Detergent,2
102756,Potato,2
102756,Salt,1
102756,Orange,3
102757,Butter,3
102757,Milk,2
102757,Cheese,1
102757,Yogurt,1
102758,Shampoo,2
102758,Biscuits,1
102758,Bread,1
102758,Conditioner,2
102759,Cookies,1
102759,Fish,1
102759,Orange,1
102759,Soap,3
102760,Cookies,3
102760,Soap,3
102760,Spices,2
102760,Fish,3
102760,Cooking Oil,2
102760,Biscuits,2
102760,Tomato,1
102761,Carrot,2
102761,Fruit Juice,1
102761,Onion,2
102761,Apple,2
102761,Fish,1
102762,Onion,3
102762,Chocolate,2
102762,Orange,1
102763,Cookies,2
102763,Chicken,3
102763,Dishwashing Liquid,1
102763,Chips,3
102763,Cooking Oil,3
102763,Soft Drink,2
102764,Butter,2
102764,Milk,2
102764,Cheese,3
102765,Toothpaste,2
102765,Rice,2
102765,Fish,3
102765,Butter,3
102765,Conditioner,1
102766,Chocolate,2
102766,Fruit Juice,1
102766,Onion,3
102766,Apple,3
102766,Butter,3
102766,Conditioner,3
102767,Biscuits,2
102767,Jam,3
102767,Potato,3
102767,Cooking Oil,1
102768,Toothpaste,3
102768,Tea,3
102768,Apple,2
102768,Yogurt,3
102768,Cooking Oil,1
102768,Fish,1
102768,Sugar,1
102769,Coffee,3
102769,Popcorn,2
102769,Chocolate,3
102769,Dishwashing Liquid,3
102770,Chips,1
102770,Soft Drink,1
102770,Toothbrush,1
102771,Sugar,2
102771,Fish,2
102771,Soft Drink,2
102771,Wheat Flour,3
102772,Detergent,3
102772,Fruit Juice,3
102772,Toothpaste,1
102773,Soap,2
102773,Apple,1
102773,Salt,2
102773,Yogurt,1
102773,Toothbrush,3
102774,Tea,1
102774,Popcorn,2
102774,Soap,2
102774,Detergent,1
102775,Spices,2
102775,Shampoo,2
102775,Toothbrush,1
102776,Toothpaste,2
102776,Tissue Paper,2
102776,Soap,2
102776,Cooking Oil,3
102776,Fish,2
102776,Conditioner,2
102777,Milk,3
102777,Popcorn,1
102777,Orange,3
102778,Milk,3
102778,Chocolate,2
102778,Tissue Paper,2
102778,Cooking Oil,3
102778,Tomato,1
102779,Apple,1
102779,Popcorn,1
102779,Chicken,2
102779,Tissue Paper,3
102780,Popcorn,2
102780,Soap,2
102780,Onion,3
102780,Coffee,2
102780,Orange,1
102781,Spices,3
102781,Popcorn,2
102781,Sugar,2
102782,Tea,3
102782,Spices,1
102782,Jam,2
102782,Fish,3
102782,Butter,2
102783,Popcorn,3
102783,Cheese,2
102783,Shampoo,3
102783,Salt,3
102783,Biscuits,1
102784,Spices,1
